latitude,longitude,dist_from_water,dist_from_campsite,landcode,dist_from_road,label,month,year,county_cat
37.179125,-118.899944,272,0.133364351273745,42,0.1332132475731237,1,9,2013,8
40.131089,-123.822866,285,0.1368254238604299,42,0.1366738240028297,1,9,2013,10
40.134963,-123.826578,270,0.1368287544178859,42,0.1366771546131172,1,9,2013,10
40.132369,-123.828994,276,0.1368286911256545,42,0.1366770900664892,1,9,2013,10
37.184162,-118.908335,283,0.1333702483379686,42,0.1332191437658803,0,9,2013,8
41.223472,-123.960055,269,0.1373631528777217,42,0.1372117938994583,1,7,2001,10
40.129929,-123.837234,283,0.1368312697370224,42,0.1366796660140191,1,9,2004,10
40.134098,-123.830131,273,0.1368299478368916,42,0.1366783469305628,1,4,2012,10
40.129948,-123.835681,283,0.1368305914601597,42,0.1366789881281234,1,7,2008,10
40.13333,-123.829861,327,0.1368294935271241,42,0.1366778924944543,1,10,2009,10
34.168398,-116.815235,267,0.1311276887901848,71,0.1309763407641538,1,10,2012,48
39.4316666667,-120.2147222222,81,0.1349312593876843,42,0.134780397497026,1,9,2013,24
36.257563,-118.248596,43,0.1326737707642857,42,0.1325225964476696,0,9,2013,41
40.131311,-123.822501,285,0.1368253593287585,42,0.1366737596178712,1,9,2013,10
39.335008418,-123.0866119428,269,0.1361527514970995,52,0.1360011341002901,1,9,2013,20
40.131097,-123.822835,270,0.1368254136454408,42,0.1366738137975663,1,9,2013,10
39.341236,-123.090329,280,0.1361571105271219,52,0.1360054937783199,1,10,2013,20
41.141109,-123.862083,280,0.1372839409071223,42,0.137132585693517,1,4,2012,10
38.452278,-122.966065,201,0.1357149652603096,42,0.1355631543641027,1,8,2013,38
37.3309,-119.25763,273,0.1335881323765458,52,0.1334369752841137,0,10,2013,8
39.438791,-120.251854,81,0.1349506588912577,42,0.1347997892130953,1,10,2013,24
34.51957,-119.196682,267,0.1323337456389715,52,0.1321818745342739,1,9,2013,43
39.4416666667,-120.2513888889,81,0.1349517211028733,42,0.1348008522861634,1,11,2013,24
39.4427777778,-120.2525,81,0.1349526969070911,42,0.1348018280887578,1,11,2013,24
36.491331,-118.825808,43,0.1330301685817496,42,0.1328789052177333,1,11,2012,41
40.132683,-123.827455,280,0.1368281477208785,42,0.1366765471235679,1,10,2013,10
36.606929,-118.792419,43,0.1330661225051037,42,0.1329148978768163,1,7,2013,41
41.017126,-123.795516,280,0.1372003621382724,42,0.1370489923465259,1,11,2013,10
40.984822,-123.795504,343,0.1371862266085636,42,0.137034848680424,1,11,2013,10
39.071089,-122.535914,201,0.1357942283301264,52,0.1356426819250076,1,11,2013,13
40.132008,-123.824435,281,0.1368265182766359,42,0.1366749182603496,1,9,2013,10
40.131928,-123.824398,342,0.1368264670290618,42,0.1366748670018219,1,9,2013,10
40.132381,-123.828335,342,0.1368284050324666,42,0.1366768041402151,1,12,2011,10
40.131688,-123.823789,279,0.1368260931362152,42,0.1366744931999719,1,11,2013,10
40.131089,-123.830642,278,0.1368288614214334,42,0.1366772596299443,1,10,2013,10
36.9230472222,-119.2069805556,281,0.1333870651040314,52,0.133235815286093,0,12,2013,8
38.449698,-122.51906,201,0.1355158458714119,42,0.1353641458254916,1,9,2013,38
40.128249,-123.832341,326,0.1368283739243191,42,0.1366767709948209,1,10,2013,10
40.128196,-123.832068,281,0.1368282301207272,42,0.1366766272457656,1,10,2013,10
36.486367,-118.565752,43,0.1329135661508368,31,0.1327623689788858,1,5,2013,41
34.250873,-118.110903,201,0.1317358030078345,42,0.131584139963771,1,12,2013,15
36.759254,-118.40881,43,0.1329643068662542,31,0.1328132217198203,1,7,2012,41
36.564434,-118.754396,43,0.1330307699343384,52,0.1328795441088508,1,6,1988,41
37.865101,-119.538329,185,0.1339458883064598,52,0.1337947969753335,1,9,2013,19
37.883306,-119.337394,19,0.1338656568786366,42,0.1337146223650489,1,7,2013,42
34.209902,-118.146813,201,0.1317338406988241,22,0.1315821576918791,1,2,2014,15
34.209902,-118.146813,201,0.1317338406988241,22,0.1315821576918791,1,2,2014,15
35.637828,-118.120331,276,0.1323457787098992,52,0.1321944758520892,0,10,2013,12
39.511855,-120.164337,186,0.1349445086849282,52,0.1347936805314082,1,4,2014,35
39.719203,-123.81712,280,0.1366433622552482,42,0.1364916600468653,1,4,2014,20
37.742027,-119.603573,185,0.1339205429718729,42,0.1337694028978885,1,11,2004,19
34.568435,-119.16081,267,0.1323390746015866,43,0.1321872253183285,1,4,2014,43
37.7947916667,-119.8665083333,19,0.1340592853880279,42,0.133908091088103,0,5,2014,42
34.7639946735,-120.1447312703,272,0.132860863033975,52,0.1327088152066101,0,5,2014,33
40.133048,-123.829766,269,0.1368293285408118,42,0.1366777274607213,1,4,2014,10
40.133778,-123.829155,250,0.1368293768107968,42,0.1366777760665742,1,4,2014,10
40.133413,-123.827921,263,0.1368286721047318,42,0.1366770715754443,1,4,2014,10
40.133589,-123.831097,279,0.1368301528898974,42,0.1366785516150964,1,5,2014,10
35.965034,-118.63214,43,0.1327144643658443,42,0.1325631141219712,1,6,2014,41
34.165454,-117.994948,201,0.1316472786153369,22,0.1314956231236658,1,6,2014,15
39.429767,-120.238554,81,0.1349408609060563,42,0.1347899923490871,1,6,2014,24
40.041111,-124.025715,264,0.1368759140456274,42,0.1367242411607613,1,5,2014,10
37.721883,-119.649954,185,0.1339320933494004,42,0.133780936075843,1,4,2010,19
35.9274033333,-118.38987,43,0.1325912664109487,42,0.1324399691562948,1,6,2014,41
39.434801,-120.233796,81,0.1349409930749142,42,0.1347901270481679,1,6,2014,24
38.439937,-120.150731,268,0.1344672258880369,42,0.1343161248635962,0,6,2014,46
40.041793,-124.0266,268,0.1368766028011811,42,0.1367249298685077,1,6,2014,10
40.133647,-123.828072,264,0.1368288409131351,42,0.1366772404052483,1,6,2014,10
40.133483,-123.830024,264,0.136829632313465,42,0.1366780312788047,1,6,2014,10
40.13363,-123.82936,324,0.1368294028879876,42,0.1366778020554953,1,6,2014,10
37.755205,-119.7982366667,185,0.1340119040531213,52,0.1338607171233493,1,6,2014,19
39.106254,-120.244675,185,0.1348012005179483,42,0.1346502470109235,0,6,2014,27
38.59153084,-119.65750988,180,0.1343173977686969,52,0.1341664635367224,1,7,2014,2
39.427493,-120.240827,81,0.1349408554176623,42,0.1347899856857201,1,7,2014,24
39.2366116667,-120.0707471667,185,0.1347823303197511,42,0.1346314554695735,1,7,2014,27
34.118717,-117.718964,201,0.1315048566417815,23,0.1313532602184934,1,5,2014,15
40.131338,-123.823962,247,0.1368260169657708,42,0.1366744168983191,1,7,2014,10
40.133677,-123.829255,247,0.136829376968582,42,0.1366777761740438,1,6,2014,10
40.133745,-123.828023,293,0.1368288619928971,42,0.1366772615218868,1,7,2014,10
40.13224,-123.838239,293,0.1368327219043312,42,0.1366811185136199,1,7,2014,10
40.039477,-124.024656,250,0.1368747334898109,42,0.1367230604563399,0,6,2014,10
40.456926,-121.483765,180,0.1359384782910409,42,0.135787552190806,1,7,2014,34
37.6312039475,-118.9853957245,298,0.1336004149451804,52,0.1334494065248316,1,7,2014,16
40.062981,-124.079322,251,0.1369091638455229,42,0.1367574831756099,1,6,2014,10
34.16224,-118.085,201,0.1316857217227609,24,0.1315340421749848,1,8,2014,15
36.4510583333,-118.6146866667,43,0.1329196146761828,52,0.1327683955889835,1,8,2014,41
40.13183,-123.824085,277,0.1368262859200729,42,0.1366746859459882,1,8,2014,10
39.3671035556,-120.1881561111,81,0.1348912007715595,42,0.1347403291267226,1,8,2014,24
37.625642337,-119.7338496468,185,0.1339267839986677,52,0.1337755801727494,0,8,2014,19
36.5903166667,-118.7484583333,43,0.1330395010129796,52,0.1328882834656358,1,8,2014,41
36.554582,-118.773794,43,0.1330349878336867,52,0.1328837544121966,1,8,2014,41
36.586777,-118.716352,43,0.1330238253986418,42,0.1328726152627348,1,8,2014,41
40.135839,-123.829888,263,0.1368305997231806,42,0.1366789993159087,1,9,2014,10
40.128114,-123.832837,240,0.1368285343223357,42,0.1366769312354829,1,9,2014,10
37.46703204,-118.73184957,235,0.1334170254357296,42,0.1332660404187058,1,10,2014,16
40.132681,-123.826125,237,0.1368275588942043,42,0.1366759586271636,1,11,2014,10
39.634449,-123.331376,276,0.1363915480780032,52,0.1362399453226567,0,11,2014,20
39.49096,-120.296087,186,0.1349929989895975,42,0.1348421312912451,1,7,2003,35
40.127941,-123.82721,240,0.1368259712772162,42,0.1366743695461261,1,10,2014,10
40.342477,-121.437936,185,0.1358680468780298,95,0.1357171032811802,1,7,2013,39
34.164004,-116.924728,239,0.1311740256300277,52,0.1310226477796802,1,10,2014,31
36.433317,-118.683617,43,0.1329421701922314,42,0.1327909285906566,1,5,2011,41
36.433317,-118.683617,43,0.1329421701922314,42,0.1327909285906566,1,6,2009,41
34.229785,-118.221393,201,0.131775509558209,23,0.1316238125505902,1,4,2015,15
36.577145,-118.749,43,0.1330339664863862,52,0.1328827453697009,1,7,2014,41
36.616682,-118.78485,43,0.1330670667517077,42,0.1329158466249564,1,7,2014,41
37.6303935,-118.996096,209,0.1336047539072946,52,0.1334537424901384,1,8,2014,16
40.134085,-123.830992,212,0.1368303227930896,42,0.1366787216693614,1,3,2015,10
40.132625,-123.829236,208,0.1368289097574804,42,0.1366773087026275,1,5,2015,10
40.132574,-123.829032,253,0.1368287973315717,42,0.1366771963146036,1,5,2015,10
40.132482,-123.828942,295,0.1368287174207203,42,0.1366771164029563,1,5,2015,10
40.133766,-123.829623,217,0.1368295784673857,42,0.1366779776037502,1,5,2015,10
37.728793,-119.608829,185,0.1339170472508496,52,0.1337659023927691,1,5,2015,19
41.329782,-124.012942,271,0.1374329738552397,42,0.1372816284085015,1,5,2015,10
37.5700249439,-120.15583992,185,0.1340881841355031,21,0.1339368574257647,1,11,2014,19
34.222687,-118.148877,201,0.1317403241213136,22,0.1315886439251316,1,5,2015,15
34.22439,-118.134458,201,0.1317346855445936,22,0.1315830095073292,1,5,2015,15
34.201677,-118.042447,201,0.1316840781322561,22,0.131532419867915,1,5,2015,15
36.965838,-118.925006,270,0.1332817860052599,42,0.133130620337677,0,6,2015,8
41.216938,-124.013886,269,0.1373840213325203,42,0.1372326472571901,1,5,2015,10
36.55605,-118.747873,43,0.133024225710934,52,0.1328729993952621,1,6,2015,41
36.55605,-118.747873,43,0.133024225710934,52,0.1328729993952621,1,6,2015,41
36.558877,-118.742723,43,0.1330231987191618,52,0.132871974475579,1,6,2015,41
39.825675,-121.113198,180,0.1354984075071515,42,0.1353474150082937,0,10,2010,28
37.849921,-119.563049,185,0.1339500834772022,42,0.1337989818160259,1,6,2015,19
37.849921,-119.563049,185,0.1339500834772022,42,0.1337989818160259,1,6,2015,19
37.732325,-119.769435,185,0.1339892061197616,52,0.1338380207033399,1,6,2015,19
36.486367,-118.565752,43,0.1329135661508368,31,0.1327623689788858,1,6,2015,41
36.554161,-118.761816,43,0.1330295328059158,52,0.1328783023815443,1,6,2015,41
40.133636,-124.189934,264,0.1369888958732396,11,0.1368372055736058,1,11,2012,10
36.548604,-118.763967,43,0.1330280441531272,52,0.1328768117243777,1,6,2015,41
38.5079744314,-122.6304844735,201,0.1355905509277975,42,0.1354388378234386,1,6,2015,38
37.672973,-119.65243,185,0.1339117306235882,42,0.1337605600544525,1,6,2015,19
34.217092,-118.176031,201,0.1317499035211432,22,0.131598214870856,1,6,2015,15
41.3052810628,-123.9920918927,264,0.1374130653485885,42,0.1372617189495419,1,6,2015,10
37.667924,-119.597888,185,0.1338855373186881,52,0.1337343795330435,1,6,2015,19
40.130275,-123.829241,264,0.1368278870614782,42,0.1366762854133247,1,6,2015,10
40.134315,-123.832564,275,0.1368311180462743,42,0.1366795165895524,1,3,2015,10
40.132396,-123.829004,270,0.1368287073219644,42,0.1366771062671146,1,3,2015,10
40.133733,-123.828605,269,0.1368291140449541,42,0.1366775134261777,1,6,2015,10
34.1664611667,-117.7036583333,201,0.131518917422114,23,0.1313673374783746,1,7,2015,15
38.49526523,-119.78799253,180,0.1343322898378035,42,0.134181296862522,1,7,2015,2
38.48262593,-119.82754674,180,0.1343440883486039,52,0.1341930818598719,1,7,2015,2
39.234846,-120.251756,185,0.1348608649698661,42,0.1347099427674071,0,7,2015,27
39.590699171,-120.3377660119,186,0.135055164712225,42,0.1349043119037058,1,7,2015,35
40.134192,-123.830933,198,0.1368303433767818,42,0.1366787422946836,1,3,2015,10
40.131329,-123.834618,186,0.1368307238062404,42,0.1366791210864582,1,6,2015,10
36.562445,-118.751487,43,0.1330286183597324,52,0.1328773927711763,1,7,2015,41
37.7440416667,-119.57522,185,0.1339089661746639,52,0.1337578339535392,1,6,2015,19
36.433317,-118.683617,43,0.1329421701922314,42,0.1327909285906566,1,5,2015,41
36.433317,-118.683617,43,0.1329421701922314,42,0.1327909285906566,1,5,2015,41
34.0684317021,-117.8731247684,201,0.1315511022930027,22,0.1313994528417107,0,6,2015,15
34.027411322,-117.9302112753,201,0.1315584827183042,43,0.1314068077935799,0,7,2015,15
40.135222,-123.829907,189,0.1368303390270703,42,0.1366787384596274,1,7,2015,10
40.135824,-123.829895,185,0.1368305962756409,42,0.1366789958628491,1,7,2015,10
40.136206,-123.830342,185,0.1368309604851583,42,0.1366793600574392,1,7,2015,10
37.757484,-119.541636,185,0.1339001068409671,52,0.1337489867880112,1,9,2007,19
37.743172,-119.557761,185,0.133900912209157,52,0.1337497842786645,1,9,2007,19
37.749043,-119.547279,185,0.1338988823193667,52,0.1337477586206975,1,9,2007,19
34.1876725814,-118.0442025638,201,0.1316787518150607,22,0.1315270894344784,1,8,2015,15
40.351867,-124.013838,287,0.1370061370343537,42,0.1368545452946894,1,8,2015,10
34.729833,-120.057392,272,0.1328072237852273,52,0.1326551891406256,1,8,2015,33
40.35172,-124.013079,246,0.137005737420553,42,0.1368541458324794,1,8,2015,10
40.351738,-124.012718,250,0.1370055857022836,42,0.1368539942084347,1,8,2015,10
40.351769,-124.01264,247,0.1370055647464444,42,0.1368539732797766,1,8,2015,10
40.355162,-124.009675,250,0.1370057341645325,42,0.1368541442884168,1,8,2015,10
40.351779,-124.013697,262,0.1370060363249423,42,0.1368544445981665,1,8,2015,10
34.17767352,-118.09747406,201,0.1316979658321017,22,0.131546287106752,1,8,2015,15
34.6512216667,-119.1667633333,267,0.1323777076683535,42,0.1322258783665821,0,7,2015,43
40.132506,-123.828967,249,0.136828738939751,42,0.1366771379218162,1,8,2015,10
40.131428,-123.838851,262,0.1368326383348402,42,0.136681034587384,1,8,2015,10
34.273409,-117.209013,263,0.1313472222892373,52,0.1311957989816734,1,7,2015,31
40.136319,-123.829679,264,0.1368307166758617,42,0.1366791164414981,1,8,2015,10
40.130956,-123.838237,263,0.1368321610447629,42,0.1366805573310772,1,8,2015,10
34.2665306014,-118.1419166367,201,0.131756347609716,52,0.1316046806682524,1,9,2015,15
40.135841,-123.829911,268,0.1368306107630817,42,0.1366790103505936,1,8,2015,10
40.131157,-123.831534,327,0.1368292854126929,42,0.1366776834165074,1,9,2015,10
40.130443,-123.832322,261,0.1368293223786235,42,0.1366777200065943,1,9,2015,10
40.135863,-123.829955,269,0.1368306398091855,42,0.1366790393912975,1,8,2015,10
40.130019,-123.825487,333,0.1368261158610395,42,0.1366745150819947,1,9,2015,10
40.130599,-123.832105,267,0.1368292944824017,42,0.1366776922036382,1,9,2015,10
40.136181,-123.830344,268,0.1368309504659104,42,0.1366793500313954,1,8,2015,10
37.767729,-119.770975,19,0.1340054076550564,42,0.1338542309955535,1,9,2015,42
37.476812,-119.633898,185,0.133817579022993,71,0.1336663624742472,1,9,2015,19
39.2508,-120.402083,185,0.1349337842480037,52,0.1347828272870562,1,7,2007,27
39.203593,-120.426979,185,0.1349239458952849,42,0.134772970353347,0,7,2009,27
37.481356,-119.6283,185,0.1338171079587462,42,0.1336658940303361,1,9,2015,19
37.729045,-119.610257,185,0.133917785456035,52,0.133766640294064,1,8,2009,19
38.0701778333,-119.4763033333,19,0.1340087226213411,52,0.1338577004780839,0,9,2015,42
40.49766,-121.420655,281,0.1359287430475744,42,0.1357778435704151,1,6,2015,48
39.2769546389,-120.2733535556,185,0.134888856210259,42,0.1347379392682065,0,8,2015,27
40.132377,-123.827789,267,0.1368281619159796,42,0.1366765611585092,1,9,2015,10
38.935277,-120.051992,292,0.1346415270614475,22,0.1344905793302478,1,10,2015,7
37.7326,-119.600455,185,0.1339150368094361,42,0.1337638951014471,1,6,2015,19
40.132251,-123.827508,274,0.1368279827406881,42,0.1366763820213575,1,10,2015,10
36.486367,-118.565752,43,0.1329135661508368,31,0.1327623689788858,1,9,2015,41
38.759838,-121.026505,267,0.1349925806805409,11,0.1348413371495576,1,11,2015,7
34.160986,-118.02174,201,0.1316571844345205,23,0.1315055208639452,1,9,2015,15
37.820091,-119.711151,19,0.1340020730481413,42,0.1338509253736823,1,7,2015,42
39.1479107167,-120.1514517889,185,0.1347786568121536,42,0.1346277381684496,1,7,2014,27
37.700596,-119.650554,185,0.1339230204732782,42,0.1337718575364526,1,5,2015,19
37.865101,-119.538329,185,0.1339458883064598,52,0.1337947969753335,1,10,2015,19
38.9025416667,-120.0788416667,276,0.134638904899408,31,0.1344879417711955,1,10,2015,7
34.2089084118,-118.1804970252,201,0.1317483151482998,22,0.1315966232094472,1,8,2015,15
39.360081,-120.260242,81,0.134919688598926,22,0.1347687964680647,1,11,2015,24
34.3094441118,-117.9942342262,201,0.1317097319277872,52,0.1315581143003364,1,12,2015,15
40.128834,-123.828326,259,0.1368268540990698,42,0.136675252315423,1,11,2015,10
40.132424,-123.82784,275,0.1368282049599782,42,0.1366766042016655,1,11,2015,10
35.4835627801,-120.6380539936,272,0.1333922145511984,43,0.1332402279802176,0,10,2015,32
36.611463,-118.758559,43,0.1330532129273641,42,0.132901998263507,1,7,2014,41
40.135844,-123.829874,264,0.1368305957148678,42,0.1366789953123374,1,9,2015,10
39.425553,-120.31394,81,0.1349720292729776,42,0.1348211401043685,1,7,2007,24
39.427807,-120.291753,81,0.1349633013129769,42,0.1348124184697146,1,2,2016,24
40.135845,-123.829874,264,0.1368305961510036,42,0.1366789957487251,1,9,2015,10
41.302876,-122.162132,264,0.1366079776846894,42,0.1364570935050657,1,9,2015,36
34.2065789294,-118.1378050806,201,0.1317284066421279,22,0.131576725086211,1,3,2016,15
38.733388,-122.7641,201,0.1357478756072218,42,0.1355961863220882,1,4,2016,38
34.1561471667,-117.97805,201,0.1316357471657164,24,0.1314840935977106,1,4,2016,15
34.205937,-118.166488,201,0.1317408206329716,22,0.1315891315236611,1,9,2015,15
40.6535949707,-123.0132293701,264,0.1366966426617172,42,0.1365453775146102,0,4,2016,40
34.174983,-117.987154,201,0.1316479838081538,22,0.1314963328208126,1,6,2008,15
40.128721,-123.82838,317,0.136826828688875,42,0.1366752268633296,1,11,2015,10
39.4349883784,-120.2335119992,81,0.1349409511786073,42,0.134790085273749,1,5,2016,24
37.9484418252,-119.7889626771,19,0.1340925815285936,52,0.133941446947706,1,5,2016,42
34.1649778333,-118.1244971667,201,0.1317043937404838,23,0.1315527047350276,1,5,2016,15
41.39513,-121.790475,257,0.1364859182062688,52,0.1363351528604311,1,5,2016,36
39.5027785409,-120.2606929512,186,0.1349827011077469,42,0.134831845625157,1,6,2016,35
34.176172,-117.990145,201,0.1316498251234019,22,0.1314981736755596,1,6,2016,15
37.654674,-119.66962,185,0.1339112645481058,42,0.1337600848055646,1,6,2016,19
34.1780075901,-118.0184363013,201,0.131663140626855,23,0.1315114823617957,1,5,2015,15
40.7597045303,-121.3503593579,180,0.1360133340378344,52,0.1358625196669055,0,6,2016,34
38.566872,-122.684726,201,0.13564021337892,43,0.1354885016726419,1,6,2016,38
39.0649083333,-120.1405945,263,0.134737385217047,42,0.134586447982047,1,5,2016,7
40.66343,-124.0294583333,325,0.1371490031496652,42,0.1369974859226543,0,6,2016,10
34.1247682715,-117.8555674669,201,0.1315678942834131,23,0.1314162641220061,1,5,2013,15
39.43267575,-120.6117847749,81,0.1351057141795484,52,0.1349547498797066,0,6,2016,24
41.1183083333,-123.7247616667,286,0.1372134565824847,42,0.1370621300058493,1,6,2016,10
34.243290742,-118.2240052794,201,0.1317825487477467,23,0.131630854596951,1,6,2016,15
40.134266,-123.829085,287,0.1368295586992312,42,0.1366779580953637,1,6,2016,10
40.134336,-123.829279,257,0.1368296749906207,42,0.1366780743561417,1,6,2016,10
36.457426,-118.888359,43,0.1330428584521893,71,0.1328915700714128,1,11,2015,41
40.9376346023,-122.2457742691,180,0.1364840041638147,42,0.1363330056896071,0,6,2016,34
37.6012359032,-119.0091985627,256,0.1335976916482822,42,0.1334466692443524,1,7,2016,16
41.5433283333,-123.9725416667,273,0.1375086594063677,42,0.1373573778044392,1,7,2016,5
35.806457,-118.583164,43,0.1326235063172891,71,0.1324721274246939,0,7,2016,41
37.5989280477,-118.9990929454,270,0.1335922428004498,42,0.1334412224273015,1,7,2016,16
38.5641617239,-122.5037278421,201,0.1355589283564711,82,0.1354072612310779,1,7,2016,23
34.4127427738,-119.0820121765,267,0.1322364531699721,52,0.1320845835154606,1,7,2016,43
34.3334050333,-118.0817879881,201,0.1317588963907005,52,0.1316072624361734,1,7,2016,15
40.161532398,-120.7117423962,180,0.1354703049005149,42,0.1353195020748838,0,7,2016,28
38.5404934482,-122.4792877996,201,0.1355378013852171,43,0.1353861343655679,1,7,2016,23
34.1562361667,-117.9783033333,201,0.131635898022361,24,0.131484244412289,1,7,2016,15
38.6995116667,-120.1370305,317,0.1345751979947956,42,0.134424167450944,1,7,2016,7
37.6869788222,-119.0072536469,257,0.1336345168112873,42,0.1334835171908935,1,7,2016,16
37.9522966667,-119.2634333333,257,0.1338635168169355,42,0.1337125194102032,1,7,2016,16
41.3425983333,-122.3187083333,257,0.1366940642828334,42,0.1365431501845142,1,8,2016,36
39.608657,-120.461977,186,0.135117473215042,42,0.1349665928731322,1,8,2016,35
34.15595,-117.9781283333,201,0.1316356958873144,24,0.1314840422474975,1,8,2016,15
38.52149122,-119.72668103,180,0.1343169259606133,52,0.1341659556609049,0,8,2016,2
37.699685,-119.586394,185,0.1338944168804217,52,0.1337432702872319,1,6,2016,19
36.7708883333,-118.4845416667,283,0.133002679119311,52,0.1328515772566005,1,8,2016,8
