date,datatype,station,value
2019-12-02,TMAX,GHCND:USR0000CDGR,44.0
2019-12-02,TMIN,GHCND:USR0000CDGR,33.0
2019-12-02,TMAX,GHCND:USR0000CHAY,48.0
2019-12-02,TMIN,GHCND:USR0000CHAY,34.0
2019-12-02,TMAX,GHCND:USR0000CHNM,47.0
2019-12-02,TMIN,GHCND:USR0000CHNM,27.0
2019-12-02,TMAX,GHCND:USR0000CSNL,54.0
2019-12-02,TMIN,GHCND:USR0000CSNL,48.0
2019-12-02,PRCP,GHCND:USS0019L39S,1.1
2019-12-02,TMAX,GHCND:USS0019L39S,40.0
2019-12-02,TMIN,GHCND:USS0019L39S,34.0
2019-12-03,PRCP,GHCND:US1CAAL0012,0.12
2019-12-03,PRCP,GHCND:US1CAMP0008,0.0
2019-12-03,PRCP,GHCND:US1CASC0057,0.68
2019-12-03,PRCP,GHCND:US1CASD0053,0.0
2019-12-03,PRCP,GHCND:US1CASK0020,0.0
2019-12-03,PRCP,GHCND:USC00041697,0.7
2019-12-03,TMAX,GHCND:USC00041697,42.0
2019-12-03,TMIN,GHCND:USC00041697,32.0
2019-12-03,TMAX,GHCND:USR0000CBAR,60.0
2019-12-03,TMIN,GHCND:USR0000CBAR,50.0
2019-12-03,TMAX,GHCND:USR0000CCRE,50.0
2019-12-03,TMIN,GHCND:USR0000CCRE,20.0
2019-12-03,TMAX,GHCND:USR0000CDGR,49.0
2019-12-03,TMIN,GHCND:USR0000CDGR,30.0
2019-12-03,TMAX,GHCND:USR0000CHAY,56.0
2019-12-03,TMIN,GHCND:USR0000CHAY,34.0
2019-12-03,TMAX,GHCND:USR0000CHNM,43.0
2019-12-03,TMIN,GHCND:USR0000CHNM,27.0
2019-12-03,TMAX,GHCND:USR0000CSNL,53.0
2019-12-03,TMIN,GHCND:USR0000CSNL,48.0
2019-12-03,PRCP,GHCND:USS0019L39S,0.0
2019-12-03,TMAX,GHCND:USS0019L39S,44.0
2019-12-03,TMIN,GHCND:USS0019L39S,29.0
2019-12-04,PRCP,GHCND:US1CAAL0012,0.28
2019-12-04,PRCP,GHCND:US1CAMP0008,0.65
2019-12-04,PRCP,GHCND:US1CASC0057,0.92
2019-12-04,PRCP,GHCND:US1CASD0053,1.01
2019-12-04,PRCP,GHCND:US1CASK0020,0.0
2019-12-04,PRCP,GHCND:USC00041697,0.2
2019-12-04,TMAX,GHCND:USC00041697,51.0
2019-12-04,TMIN,GHCND:USC00041697,36.0
2019-12-04,TMAX,GHCND:USR0000CBAR,52.0
2019-12-04,TMIN,GHCND:USR0000CBAR,49.0
2019-12-04,TMAX,GHCND:USR0000CCRE,38.0
2019-12-04,TMIN,GHCND:USR0000CCRE,25.0
2019-12-04,TMAX,GHCND:USR0000CDGR,42.0
2019-12-04,TMIN,GHCND:USR0000CDGR,29.0
2019-12-04,TMAX,GHCND:USR0000CHAY,53.0
2019-12-04,TMIN,GHCND:USR0000CHAY,35.0
2019-12-04,TMAX,GHCND:USR0000CHNM,37.0
2019-12-04,TMIN,GHCND:USR0000CHNM,31.0
2019-12-04,TMAX,GHCND:USR0000CSNL,57.0
2019-12-04,TMIN,GHCND:USR0000CSNL,51.0
2019-12-04,PRCP,GHCND:USS0019L39S,0.2
2019-12-04,TMAX,GHCND:USS0019L39S,38.0
2019-12-04,TMIN,GHCND:USS0019L39S,30.0
2019-12-05,PRCP,GHCND:US1CAAL0012,0.26
2019-12-05,PRCP,GHCND:US1CAMP0008,0.0
2019-12-05,PRCP,GHCND:US1CASC0057,0.04
2019-12-05,PRCP,GHCND:US1CASD0053,0.73
2019-12-05,PRCP,GHCND:US1CASK0020,0.0
2019-12-05,PRCP,GHCND:USC00041697,0.35
2019-12-05,TMAX,GHCND:USC00041697,42.0
2019-12-05,TMIN,GHCND:USC00041697,32.0
2019-12-05,TMAX,GHCND:USR0000CBAR,54.0
2019-12-05,TMIN,GHCND:USR0000CBAR,51.0
2019-12-05,TMAX,GHCND:USR0000CCRE,47.0
2019-12-05,TMIN,GHCND:USR0000CCRE,10.0
2019-12-05,TMAX,GHCND:USR0000CDGR,45.0
2019-12-05,TMIN,GHCND:USR0000CDGR,35.0
2019-12-05,TMAX,GHCND:USR0000CHAY,54.0
2019-12-05,TMIN,GHCND:USR0000CHAY,39.0
2019-12-05,TMAX,GHCND:USR0000CHNM,45.0
2019-12-05,TMIN,GHCND:USR0000CHNM,27.0
2019-12-05,TMAX,GHCND:USR0000CSNL,59.0
2019-12-05,TMIN,GHCND:USR0000CSNL,47.0
2019-12-05,PRCP,GHCND:USS0019L39S,0.0
2019-12-05,TMAX,GHCND:USS0019L39S,45.0
2019-12-05,TMIN,GHCND:USS0019L39S,28.0
2019-12-06,PRCP,GHCND:US1CAAL0012,0.0
2019-12-06,PRCP,GHCND:US1CAMP0008,0.0
2019-12-06,PRCP,GHCND:US1CASC0057,0.0
2019-12-06,PRCP,GHCND:US1CASD0053,0.0
2019-12-06,PRCP,GHCND:US1CASK0020,0.0
2019-12-06,PRCP,GHCND:USC00041697,0.0
2019-12-06,TMAX,GHCND:USC00041697,48.0
2019-12-06,TMIN,GHCND:USC00041697,32.0
2019-12-06,TMAX,GHCND:USR0000CBAR,58.0
2019-12-06,TMIN,GHCND:USR0000CBAR,53.0
2019-12-06,TMAX,GHCND:USR0000CCRE,40.0
2019-12-06,TMIN,GHCND:USR0000CCRE,8.0
2019-12-06,TMAX,GHCND:USR0000CDGR,46.0
2019-12-06,TMIN,GHCND:USR0000CDGR,35.0
2019-12-06,TMAX,GHCND:USR0000CHAY,52.0
2019-12-06,TMIN,GHCND:USR0000CHAY,44.0
2019-12-06,TMAX,GHCND:USR0000CHNM,41.0
2019-12-06,TMIN,GHCND:USR0000CHNM,31.0
2019-12-06,TMAX,GHCND:USR0000CSNL,69.0
2019-12-06,TMIN,GHCND:USR0000CSNL,42.0
2019-12-06,PRCP,GHCND:USS0019L39S,0.1
2019-12-06,TMAX,GHCND:USS0019L39S,52.0
2019-12-06,TMIN,GHCND:USS0019L39S,26.0
2019-12-07,PRCP,GHCND:US1CAAL0012,0.18
2019-12-07,PRCP,GHCND:US1CAMP0008,0.75
2019-12-07,PRCP,GHCND:US1CASC0057,0.11
2019-12-07,PRCP,GHCND:US1CASD0053,0.06
2019-12-07,PRCP,GHCND:US1CASK0020,0.57
2019-12-07,PRCP,GHCND:US1CASZ0052,0.78
2019-12-07,PRCP,GHCND:USC00041697,0.71
2019-12-07,TMAX,GHCND:USC00041697,51.0
2019-12-07,TMIN,GHCND:USC00041697,38.0
2019-12-07,TMAX,GHCND:USR0000CBAR,55.0
2019-12-07,TMIN,GHCND:USR0000CBAR,54.0
2019-12-07,TMAX,GHCND:USR0000CCRE,38.0
2019-12-07,TMIN,GHCND:USR0000CCRE,30.0
2019-12-07,TMAX,GHCND:USR0000CDGR,43.0
2019-12-07,TMIN,GHCND:USR0000CDGR,32.0
2019-12-07,TMAX,GHCND:USR0000CHAY,54.0
2019-12-07,TMIN,GHCND:USR0000CHAY,44.0
2019-12-07,TMAX,GHCND:USR0000CHNM,40.0
2019-12-07,TMIN,GHCND:USR0000CHNM,36.0
2019-12-07,TMAX,GHCND:USR0000CSNL,68.0
2019-12-07,TMIN,GHCND:USR0000CSNL,55.0
2019-12-07,PRCP,GHCND:USS0019L39S,1.6
2019-12-07,TMAX,GHCND:USS0019L39S,45.0
2019-12-07,TMIN,GHCND:USS0019L39S,34.0
2019-12-08,PRCP,GHCND:US1CAAL0012,0.63
2019-12-08,PRCP,GHCND:US1CAMP0008,2.2
2019-12-08,PRCP,GHCND:US1CASC0057,0.34
2019-12-08,PRCP,GHCND:US1CASD0053,0.18
2019-12-08,PRCP,GHCND:US1CASK0020,0.2
2019-12-08,PRCP,GHCND:US1CASZ0052,0.24
2019-12-08,PRCP,GHCND:USC00041697,1.24
2019-12-08,TMAX,GHCND:USC00041697,46.0
2019-12-08,TMIN,GHCND:USC00041697,35.0
2019-12-08,TMAX,GHCND:USR0000CBAR,56.0
2019-12-08,TMIN,GHCND:USR0000CBAR,47.0
2019-12-08,TMAX,GHCND:USR0000CCRE,44.0
2019-12-08,TMIN,GHCND:USR0000CCRE,14.0
2019-12-08,TMAX,GHCND:USR0000CDGR,39.0
2019-12-08,TMIN,GHCND:USR0000CDGR,29.0
2019-12-08,TMAX,GHCND:USR0000CHAY,53.0
2019-12-08,TMIN,GHCND:USR0000CHAY,37.0
2019-12-08,TMAX,GHCND:USR0000CHNM,47.0
2019-12-08,TMIN,GHCND:USR0000CHNM,31.0
2019-12-08,TMAX,GHCND:USR0000CSNL,64.0
2019-12-08,TMIN,GHCND:USR0000CSNL,49.0
2019-12-08,PRCP,GHCND:USS0019L39S,0.2
2019-12-08,TMAX,GHCND:USS0019L39S,45.0
2019-12-08,TMIN,GHCND:USS0019L39S,31.0
2019-12-09,PRCP,GHCND:US1CAAL0012,0.05
2019-12-09,PRCP,GHCND:US1CAMP0008,0.0
2019-12-09,PRCP,GHCND:US1CASC0057,0.04
2019-12-09,PRCP,GHCND:US1CASD0053,0.23
2019-12-09,PRCP,GHCND:US1CASK0020,0.0
2019-12-09,PRCP,GHCND:USC00041697,0.21
2019-12-09,TMAX,GHCND:USC00041697,43.0
2019-12-09,TMIN,GHCND:USC00041697,30.0
2019-12-09,TMAX,GHCND:USR0000CBAR,52.0
2019-12-09,TMIN,GHCND:USR0000CBAR,46.0
2019-12-09,TMAX,GHCND:USR0000CCRE,57.0
2019-12-09,TMIN,GHCND:USR0000CCRE,8.0
2019-12-09,TMAX,GHCND:USR0000CDGR,40.0
2019-12-09,TMIN,GHCND:USR0000CDGR,23.0
2019-12-09,TMAX,GHCND:USR0000CHAY,42.0
2019-12-09,TMIN,GHCND:USR0000CHAY,38.0
2019-12-09,TMAX,GHCND:USR0000CHNM,45.0
2019-12-09,TMIN,GHCND:USR0000CHNM,28.0
2019-12-09,TMAX,GHCND:USR0000CSNL,61.0
2019-12-09,TMIN,GHCND:USR0000CSNL,44.0
2019-12-09,PRCP,GHCND:USS0019L39S,0.0
2019-12-09,TMAX,GHCND:USS0019L39S,44.0
2019-12-09,TMIN,GHCND:USS0019L39S,24.0
2019-12-10,PRCP,GHCND:US1CAAL0012,0.0
2019-12-10,PRCP,GHCND:US1CAMP0008,0.0
2019-12-10,PRCP,GHCND:US1CASC0057,0.0
2019-12-10,PRCP,GHCND:US1CASD0053,0.0
2019-12-10,PRCP,GHCND:US1CASK0020,0.01
2019-12-10,PRCP,GHCND:USC00041697,0.0
2019-12-10,TMAX,GHCND:USC00041697,48.0
2019-12-10,TMIN,GHCND:USC00041697,30.0
2019-12-10,TMAX,GHCND:USR0000CBAR,52.0
2019-12-10,TMIN,GHCND:USR0000CBAR,46.0
2019-12-10,TMAX,GHCND:USR0000CCRE,50.0
2019-12-10,TMIN,GHCND:USR0000CCRE,5.0
2019-12-10,TMAX,GHCND:USR0000CDGR,45.0
2019-12-10,TMIN,GHCND:USR0000CDGR,22.0
2019-12-10,TMAX,GHCND:USR0000CHAY,45.0
2019-12-10,TMIN,GHCND:USR0000CHAY,35.0
2019-12-10,TMAX,GHCND:USR0000CHNM,45.0
2019-12-10,TMIN,GHCND:USR0000CHNM,23.0
2019-12-10,TMAX,GHCND:USR0000CSNL,57.0
2019-12-10,TMIN,GHCND:USR0000CSNL,40.0
2019-12-10,PRCP,GHCND:USS0019L39S,0.0
2019-12-10,TMAX,GHCND:USS0019L39S,54.0
2019-12-10,TMIN,GHCND:USS0019L39S,22.0
2019-12-11,PRCP,GHCND:US1CAAL0012,0.16
2019-12-11,PRCP,GHCND:US1CAMP0008,0.0
2019-12-11,PRCP,GHCND:US1CASC0057,0.11
2019-12-11,PRCP,GHCND:US1CASD0053,0.0
2019-12-11,PRCP,GHCND:US1CASK0020,0.0
2019-12-11,PRCP,GHCND:US1CASZ0052,0.01
2019-12-11,PRCP,GHCND:USC00041697,0.0
2019-12-11,TMAX,GHCND:USC00041697,52.0
2019-12-11,TMIN,GHCND:USC00041697,34.0
2019-12-11,TMAX,GHCND:USR0000CBAR,56.0
2019-12-11,TMIN,GHCND:USR0000CBAR,49.0
2019-12-11,TMAX,GHCND:USR0000CCRE,49.0
2019-12-11,TMIN,GHCND:USR0000CCRE,22.0
2019-12-11,TMAX,GHCND:USR0000CDGR,39.0
2019-12-11,TMIN,GHCND:USR0000CDGR,33.0
2019-12-11,TMAX,GHCND:USR0000CHAY,47.0
2019-12-11,TMIN,GHCND:USR0000CHAY,39.0
2019-12-11,TMAX,GHCND:USR0000CHNM,51.0
2019-12-11,TMIN,GHCND:USR0000CHNM,27.0
2019-12-11,TMAX,GHCND:USR0000CSNL,53.0
2019-12-11,TMIN,GHCND:USR0000CSNL,47.0
2019-12-11,PRCP,GHCND:USS0019L39S,0.3
2019-12-11,TMAX,GHCND:USS0019L39S,48.0
2019-12-11,TMIN,GHCND:USS0019L39S,35.0
2019-12-12,PRCP,GHCND:US1CAAL0012,0.01
2019-12-12,PRCP,GHCND:US1CAMP0008,0.0
2019-12-12,PRCP,GHCND:US1CASC0057,0.0
2019-12-12,PRCP,GHCND:US1CASD0053,0.0
2019-12-12,PRCP,GHCND:US1CASK0020,0.09
2019-12-12,PRCP,GHCND:USC00041697,0.08
2019-12-12,TMAX,GHCND:USC00041697,51.0
2019-12-12,TMIN,GHCND:USC00041697,34.0
2019-12-12,TMAX,GHCND:USR0000CBAR,59.0
2019-12-12,TMIN,GHCND:USR0000CBAR,51.0
2019-12-12,TMAX,GHCND:USR0000CCRE,58.0
2019-12-12,TMIN,GHCND:USR0000CCRE,34.0
2019-12-12,TMAX,GHCND:USR0000CDGR,45.0
2019-12-12,TMIN,GHCND:USR0000CDGR,37.0
2019-12-12,TMAX,GHCND:USR0000CHAY,52.0
2019-12-12,TMIN,GHCND:USR0000CHAY,42.0
2019-12-12,TMAX,GHCND:USR0000CHNM,65.0
2019-12-12,TMIN,GHCND:USR0000CHNM,37.0
2019-12-12,TMAX,GHCND:USR0000CSNL,68.0
2019-12-12,TMIN,GHCND:USR0000CSNL,49.0
2019-12-12,PRCP,GHCND:USS0019L39S,0.0
2019-12-12,TMAX,GHCND:USS0019L39S,50.0
2019-12-12,TMIN,GHCND:USS0019L39S,41.0
2019-12-13,PRCP,GHCND:US1CAAL0012,0.02
2019-12-13,PRCP,GHCND:US1CAMP0008,0.0
2019-12-13,PRCP,GHCND:US1CASC0057,0.0
2019-12-13,PRCP,GHCND:US1CASD0053,0.0
2019-12-13,PRCP,GHCND:US1CASK0020,0.06
2019-12-13,PRCP,GHCND:USC00041697,0.0
2019-12-13,TMAX,GHCND:USC00041697,51.0
2019-12-13,TMIN,GHCND:USC00041697,40.0
2019-12-13,TMAX,GHCND:USR0000CBAR,54.0
2019-12-13,TMIN,GHCND:USR0000CBAR,50.0
2019-12-13,TMAX,GHCND:USR0000CCRE,47.0
2019-12-13,TMIN,GHCND:USR0000CCRE,33.0
2019-12-13,TMAX,GHCND:USR0000CDGR,38.0
2019-12-13,TMIN,GHCND:USR0000CDGR,33.0
2019-12-13,TMAX,GHCND:USR0000CHAY,46.0
2019-12-13,TMIN,GHCND:USR0000CHAY,40.0
2019-12-13,TMAX,GHCND:USR0000CHNM,57.0
2019-12-13,TMIN,GHCND:USR0000CHNM,34.0
2019-12-13,TMAX,GHCND:USR0000CSNL,62.0
2019-12-13,TMIN,GHCND:USR0000CSNL,51.0
2019-12-13,PRCP,GHCND:USS0019L39S,0.8
2019-12-13,TMAX,GHCND:USS0019L39S,46.0
2019-12-13,TMIN,GHCND:USS0019L39S,38.0
2019-12-14,PRCP,GHCND:US1CAAL0012,0.04
2019-12-14,PRCP,GHCND:US1CAMP0008,0.41
2019-12-14,PRCP,GHCND:US1CASC0057,0.05
2019-12-14,PRCP,GHCND:US1CASD0053,0.0
2019-12-14,PRCP,GHCND:US1CASK0020,0.27
2019-12-14,PRCP,GHCND:USC00041697,0.91
2019-12-14,TMAX,GHCND:USC00041697,48.0
2019-12-14,TMIN,GHCND:USC00041697,35.0
2019-12-14,TMAX,GHCND:USR0000CBAR,54.0
2019-12-14,TMIN,GHCND:USR0000CBAR,44.0
2019-12-14,TMAX,GHCND:USR0000CCRE,39.0
2019-12-14,TMIN,GHCND:USR0000CCRE,22.0
2019-12-14,TMAX,GHCND:USR0000CDGR,36.0
2019-12-14,TMIN,GHCND:USR0000CDGR,27.0
2019-12-14,TMAX,GHCND:USR0000CHAY,44.0
2019-12-14,TMIN,GHCND:USR0000CHAY,31.0
2019-12-14,TMAX,GHCND:USR0000CHNM,48.0
2019-12-14,TMIN,GHCND:USR0000CHNM,31.0
2019-12-14,TMAX,GHCND:USR0000CSNL,62.0
2019-12-14,TMIN,GHCND:USR0000CSNL,46.0
2019-12-14,PRCP,GHCND:USS0019L39S,0.2
2019-12-14,TMAX,GHCND:USS0019L39S,41.0
2019-12-14,TMIN,GHCND:USS0019L39S,28.0
2019-12-15,PRCP,GHCND:US1CAAL0012,0.03
2019-12-15,PRCP,GHCND:US1CAMP0008,0.05
2019-12-15,PRCP,GHCND:US1CASD0053,0.0
2019-12-15,PRCP,GHCND:US1CASK0020,0.02
2019-12-15,PRCP,GHCND:USC00041697,0.24
2019-12-15,TMAX,GHCND:USC00041697,43.0
2019-12-15,TMIN,GHCND:USC00041697,24.0
2019-12-15,TMAX,GHCND:USR0000CBAR,55.0
2019-12-15,TMIN,GHCND:USR0000CBAR,40.0
2019-12-15,TMAX,GHCND:USR0000CCRE,37.0
2019-12-15,TMIN,GHCND:USR0000CCRE,3.0
2019-12-15,TMAX,GHCND:USR0000CDGR,34.0
2019-12-15,TMIN,GHCND:USR0000CDGR,20.0
2019-12-15,TMAX,GHCND:USR0000CHAY,45.0
2019-12-15,TMIN,GHCND:USR0000CHAY,32.0
2019-12-15,TMAX,GHCND:USR0000CHNM,38.0
2019-12-15,TMIN,GHCND:USR0000CHNM,22.0
2019-12-15,TMAX,GHCND:USR0000CSNL,59.0
2019-12-15,TMIN,GHCND:USR0000CSNL,37.0
2019-12-15,PRCP,GHCND:USS0019L39S,0.1
2019-12-15,TMAX,GHCND:USS0019L39S,35.0
2019-12-15,TMIN,GHCND:USS0019L39S,17.0
2019-12-16,PRCP,GHCND:US1CAAL0012,0.0
2019-12-16,PRCP,GHCND:US1CAMP0008,0.0
2019-12-16,PRCP,GHCND:US1CASD0053,0.0
2019-12-16,PRCP,GHCND:US1CASK0020,0.0
2019-12-16,PRCP,GHCND:USC00041697,0.0
2019-12-16,TMAX,GHCND:USC00041697,39.0
2019-12-16,TMIN,GHCND:USC00041697,23.0
2019-12-16,TMAX,GHCND:USR0000CBAR,57.0
2019-12-16,TMIN,GHCND:USR0000CBAR,40.0
2019-12-16,TMAX,GHCND:USR0000CCRE,40.0
2019-12-16,TMIN,GHCND:USR0000CCRE,-3.0
2019-12-16,TMAX,GHCND:USR0000CDGR,35.0
2019-12-16,TMIN,GHCND:USR0000CDGR,15.0
2019-12-16,TMAX,GHCND:USR0000CHAY,50.0
2019-12-16,TMIN,GHCND:USR0000CHAY,27.0
2019-12-16,TMAX,GHCND:USR0000CHNM,33.0
2019-12-16,TMIN,GHCND:USR0000CHNM,18.0
2019-12-16,TMAX,GHCND:USR0000CSNL,56.0
2019-12-16,TMIN,GHCND:USR0000CSNL,36.0
2019-12-16,PRCP,GHCND:USS0019L39S,0.0
2019-12-16,TMAX,GHCND:USS0019L39S,35.0
2019-12-16,TMIN,GHCND:USS0019L39S,10.0
2019-12-17,PRCP,GHCND:US1CAAL0012,0.0
2019-12-17,PRCP,GHCND:US1CAMP0008,0.0
2019-12-17,PRCP,GHCND:US1CASD0053,0.0
2019-12-17,PRCP,GHCND:US1CASK0020,0.0
2019-12-17,PRCP,GHCND:USC00041697,0.0
2019-12-17,TMAX,GHCND:USC00041697,44.0
2019-12-17,TMIN,GHCND:USC00041697,26.0
2019-12-17,TMAX,GHCND:USR0000CBAR,50.0
2019-12-17,TMIN,GHCND:USR0000CBAR,41.0
2019-12-17,TMAX,GHCND:USR0000CCRE,36.0
2019-12-17,TMIN,GHCND:USR0000CCRE,-3.0
2019-12-17,TMAX,GHCND:USR0000CDGR,35.0
2019-12-17,TMIN,GHCND:USR0000CDGR,23.0
2019-12-17,TMAX,GHCND:USR0000CHAY,46.0
2019-12-17,TMIN,GHCND:USR0000CHAY,27.0
2019-12-17,TMAX,GHCND:USR0000CHNM,36.0
2019-12-17,TMIN,GHCND:USR0000CHNM,15.0
2019-12-17,TMAX,GHCND:USR0000CSNL,54.0
2019-12-17,TMIN,GHCND:USR0000CSNL,36.0
2019-12-17,PRCP,GHCND:USS0019L39S,0.0
2019-12-17,TMAX,GHCND:USS0019L39S,31.0
2019-12-17,TMIN,GHCND:USS0019L39S,11.0
2019-12-18,PRCP,GHCND:US1CAAL0012,0.06
2019-12-18,PRCP,GHCND:US1CAMP0008,0.0
2019-12-18,PRCP,GHCND:US1CASD0053,0.0
2019-12-18,PRCP,GHCND:US1CASK0020,0.01
2019-12-18,PRCP,GHCND:USC00041697,0.0
2019-12-18,TMAX,GHCND:USC00041697,46.0
2019-12-18,TMIN,GHCND:USC00041697,30.0
2019-12-18,TMAX,GHCND:USR0000CBAR,52.0
2019-12-18,TMIN,GHCND:USR0000CBAR,42.0
2019-12-18,TMAX,GHCND:USR0000CCRE,40.0
2019-12-18,TMIN,GHCND:USR0000CCRE,5.0
2019-12-18,TMAX,GHCND:USR0000CDGR,36.0
2019-12-18,TMIN,GHCND:USR0000CDGR,28.0
2019-12-18,TMAX,GHCND:USR0000CHAY,41.0
2019-12-18,TMIN,GHCND:USR0000CHAY,30.0
2019-12-18,TMAX,GHCND:USR0000CHNM,34.0
2019-12-18,TMIN,GHCND:USR0000CHNM,18.0
2019-12-18,TMAX,GHCND:USR0000CSNL,61.0
2019-12-18,TMIN,GHCND:USR0000CSNL,40.0
2019-12-18,PRCP,GHCND:USS0019L39S,0.1
2019-12-18,TMAX,GHCND:USS0019L39S,43.0
2019-12-18,TMIN,GHCND:USS0019L39S,14.0
2019-12-19,PRCP,GHCND:US1CAAL0012,0.09
2019-12-19,PRCP,GHCND:US1CAMP0008,0.0
2019-12-19,PRCP,GHCND:US1CASD0053,0.0
2019-12-19,PRCP,GHCND:US1CASK0020,0.01
2019-12-19,PRCP,GHCND:USC00041697,0.0
2019-12-19,TMAX,GHCND:USR0000CBAR,54.0
2019-12-19,TMIN,GHCND:USR0000CBAR,48.0
2019-12-19,TMAX,GHCND:USR0000CCRE,50.0
2019-12-19,TMIN,GHCND:USR0000CCRE,6.0
2019-12-19,TMAX,GHCND:USR0000CDGR,43.0
2019-12-19,TMIN,GHCND:USR0000CDGR,32.0
2019-12-19,TMAX,GHCND:USR0000CHAY,45.0
2019-12-19,TMIN,GHCND:USR0000CHAY,37.0
2019-12-19,TMAX,GHCND:USR0000CHNM,47.0
2019-12-19,TMIN,GHCND:USR0000CHNM,21.0
2019-12-19,TMAX,GHCND:USR0000CSNL,61.0
2019-12-19,TMIN,GHCND:USR0000CSNL,38.0
2019-12-19,PRCP,GHCND:USS0019L39S,0.0
2019-12-19,TMAX,GHCND:USS0019L39S,53.0
2019-12-19,TMIN,GHCND:USS0019L39S,30.0
2019-12-20,PRCP,GHCND:US1CAAL0012,0.0
2019-12-20,PRCP,GHCND:US1CAMP0008,0.0
2019-12-20,PRCP,GHCND:US1CASC0057,0.01
2019-12-20,PRCP,GHCND:US1CASD0053,0.0
2019-12-20,PRCP,GHCND:US1CASK0020,0.01
2019-12-20,PRCP,GHCND:USC00041697,0.0
2019-12-20,TMAX,GHCND:USC00041697,48.0
2019-12-20,TMIN,GHCND:USC00041697,30.0
2019-12-20,TMAX,GHCND:USR0000CBAR,56.0
2019-12-20,TMIN,GHCND:USR0000CBAR,45.0
2019-12-20,TMAX,GHCND:USR0000CCRE,54.0
2019-12-20,TMIN,GHCND:USR0000CCRE,14.0
2019-12-20,TMAX,GHCND:USR0000CDGR,50.0
2019-12-20,TMIN,GHCND:USR0000CDGR,39.0
2019-12-20,TMAX,GHCND:USR0000CHAY,51.0
2019-12-20,TMIN,GHCND:USR0000CHAY,38.0
2019-12-20,TMAX,GHCND:USR0000CHNM,45.0
2019-12-20,TMIN,GHCND:USR0000CHNM,26.0
2019-12-20,TMAX,GHCND:USR0000CSNL,61.0
2019-12-20,TMIN,GHCND:USR0000CSNL,38.0
2019-12-20,PRCP,GHCND:USS0019L39S,0.1
2019-12-20,TMAX,GHCND:USS0019L39S,54.0
2019-12-20,TMIN,GHCND:USS0019L39S,31.0
2019-12-21,PRCP,GHCND:US1CAAL0012,0.0
2019-12-21,PRCP,GHCND:US1CAMP0008,0.0
2019-12-21,PRCP,GHCND:US1CASC0057,0.01
2019-12-21,PRCP,GHCND:US1CASD0053,0.0
2019-12-21,PRCP,GHCND:US1CASK0020,0.0
2019-12-21,PRCP,GHCND:USC00041697,0.0
2019-12-21,TMAX,GHCND:USC00041697,56.0
2019-12-21,TMIN,GHCND:USC00041697,39.0
2019-12-21,TMAX,GHCND:USR0000CBAR,55.0
2019-12-21,TMIN,GHCND:USR0000CBAR,45.0
2019-12-21,TMAX,GHCND:USR0000CCRE,47.0
2019-12-21,TMIN,GHCND:USR0000CCRE,14.0
2019-12-21,TMAX,GHCND:USR0000CDGR,52.0
2019-12-21,TMIN,GHCND:USR0000CDGR,40.0
2019-12-21,TMAX,GHCND:USR0000CHAY,53.0
2019-12-21,TMIN,GHCND:USR0000CHAY,37.0
2019-12-21,TMAX,GHCND:USR0000CHNM,47.0
2019-12-21,TMIN,GHCND:USR0000CHNM,37.0
2019-12-21,TMAX,GHCND:USR0000CSNL,59.0
2019-12-21,TMIN,GHCND:USR0000CSNL,41.0
2019-12-21,PRCP,GHCND:USS0019L39S,0.0
2019-12-21,TMAX,GHCND:USS0019L39S,51.0
2019-12-21,TMIN,GHCND:USS0019L39S,46.0
2019-12-22,PRCP,GHCND:US1CAAL0012,0.18
2019-12-22,PRCP,GHCND:US1CAMP0008,0.25
2019-12-22,PRCP,GHCND:US1CASC0057,0.28
2019-12-22,PRCP,GHCND:US1CASD0053,0.0
2019-12-22,PRCP,GHCND:US1CASK0020,0.0
2019-12-22,PRCP,GHCND:USC00041697,0.0
2019-12-22,TMAX,GHCND:USC00041697,57.0
2019-12-22,TMIN,GHCND:USC00041697,40.0
2019-12-22,TMAX,GHCND:USR0000CBAR,54.0
2019-12-22,TMIN,GHCND:USR0000CBAR,41.0
2019-12-22,TMAX,GHCND:USR0000CCRE,44.0
2019-12-22,TMIN,GHCND:USR0000CCRE,22.0
2019-12-22,TMAX,GHCND:USR0000CDGR,44.0
2019-12-22,TMIN,GHCND:USR0000CDGR,29.0
2019-12-22,TMAX,GHCND:USR0000CHAY,44.0
2019-12-22,TMIN,GHCND:USR0000CHAY,32.0
2019-12-22,TMAX,GHCND:USR0000CHNM,42.0
2019-12-22,TMIN,GHCND:USR0000CHNM,29.0
2019-12-22,TMAX,GHCND:USR0000CSNL,59.0
2019-12-22,TMIN,GHCND:USR0000CSNL,44.0
2019-12-22,PRCP,GHCND:USS0019L39S,0.3
2019-12-22,TMAX,GHCND:USS0019L39S,48.0
2019-12-22,TMIN,GHCND:USS0019L39S,30.0
2019-12-23,PRCP,GHCND:US1CAAL0012,0.16
2019-12-23,PRCP,GHCND:US1CAMP0008,0.72
2019-12-23,PRCP,GHCND:US1CASC0057,0.05
2019-12-23,PRCP,GHCND:US1CASD0053,0.11
2019-12-23,PRCP,GHCND:US1CASK0020,0.0
2019-12-23,PRCP,GHCND:USC00041697,0.72
2019-12-23,TMAX,GHCND:USC00041697,50.0
2019-12-23,TMIN,GHCND:USC00041697,32.0
2019-12-23,TMAX,GHCND:USR0000CBAR,53.0
