date,datatype,station,value
2018-08-25,TMIN,GHCND:USR0000CHAY,44.0
2018-08-25,TMAX,GHCND:USR0000CHNM,77.0
2018-08-25,TMIN,GHCND:USR0000CHNM,61.0
2018-08-25,TMAX,GHCND:USR0000CSNL,90.0
2018-08-25,TMIN,GHCND:USR0000CSNL,54.0
2018-08-25,PRCP,GHCND:USS0019L39S,0.0
2018-08-25,TMAX,GHCND:USS0019L39S,81.0
2018-08-25,TMIN,GHCND:USS0019L39S,41.0
2018-08-26,PRCP,GHCND:US1CAAL0012,0.0
2018-08-26,PRCP,GHCND:US1CALA0046,0.0
2018-08-26,PRCP,GHCND:US1CASC0057,0.0
2018-08-26,PRCP,GHCND:US1CASD0053,0.0
2018-08-26,PRCP,GHCND:US1CASK0020,0.0
2018-08-26,PRCP,GHCND:USC00041697,0.0
2018-08-26,TMAX,GHCND:USC00041697,87.0
2018-08-26,TMIN,GHCND:USC00041697,54.0
2018-08-26,TMAX,GHCND:USR0000CBAR,71.0
2018-08-26,TMIN,GHCND:USR0000CBAR,49.0
2018-08-26,TMAX,GHCND:USR0000CCRE,78.0
2018-08-26,TMIN,GHCND:USR0000CCRE,42.0
2018-08-26,TMAX,GHCND:USR0000CDGR,78.0
2018-08-26,TMIN,GHCND:USR0000CDGR,48.0
2018-08-26,TMAX,GHCND:USR0000CHAY,90.0
2018-08-26,TMIN,GHCND:USR0000CHAY,42.0
2018-08-26,TMAX,GHCND:USR0000CHNM,79.0
2018-08-26,TMIN,GHCND:USR0000CHNM,63.0
2018-08-26,TMAX,GHCND:USR0000CSNL,93.0
2018-08-26,TMIN,GHCND:USR0000CSNL,53.0
2018-08-26,PRCP,GHCND:USS0019L39S,0.0
2018-08-26,TMAX,GHCND:USS0019L39S,79.0
2018-08-26,TMIN,GHCND:USS0019L39S,44.0
2018-08-27,PRCP,GHCND:US1CAAL0012,0.0
2018-08-27,PRCP,GHCND:US1CALA0046,0.0
2018-08-27,PRCP,GHCND:US1CASC0057,0.0
2018-08-27,PRCP,GHCND:US1CASD0053,0.0
2018-08-27,PRCP,GHCND:US1CASK0020,0.0
2018-08-27,PRCP,GHCND:USC00041697,0.0
2018-08-27,TMAX,GHCND:USC00041697,85.0
2018-08-27,TMIN,GHCND:USC00041697,53.0
2018-08-27,TMAX,GHCND:USR0000CBAR,68.0
2018-08-27,TMIN,GHCND:USR0000CBAR,53.0
2018-08-27,TMAX,GHCND:USR0000CCRE,76.0
2018-08-27,TMIN,GHCND:USR0000CCRE,43.0
2018-08-27,TMAX,GHCND:USR0000CDGR,77.0
2018-08-27,TMIN,GHCND:USR0000CDGR,46.0
2018-08-27,TMAX,GHCND:USR0000CHAY,90.0
2018-08-27,TMIN,GHCND:USR0000CHAY,48.0
2018-08-27,TMAX,GHCND:USR0000CHNM,78.0
2018-08-27,TMIN,GHCND:USR0000CHNM,49.0
2018-08-27,TMAX,GHCND:USR0000CSNL,88.0
2018-08-27,TMIN,GHCND:USR0000CSNL,52.0
2018-08-27,PRCP,GHCND:USS0019L39S,0.0
2018-08-27,TMAX,GHCND:USS0019L39S,77.0
2018-08-27,TMIN,GHCND:USS0019L39S,49.0
2018-08-28,PRCP,GHCND:US1CAAL0012,0.0
2018-08-28,PRCP,GHCND:US1CALA0046,0.0
2018-08-28,PRCP,GHCND:US1CASC0057,0.0
2018-08-28,PRCP,GHCND:US1CASD0053,0.0
2018-08-28,PRCP,GHCND:US1CASK0020,0.0
2018-08-28,PRCP,GHCND:USC00041697,0.0
2018-08-28,TMAX,GHCND:USC00041697,81.0
2018-08-28,TMIN,GHCND:USC00041697,54.0
2018-08-28,TMAX,GHCND:USR0000CBAR,68.0
2018-08-28,TMIN,GHCND:USR0000CBAR,53.0
2018-08-28,TMAX,GHCND:USR0000CCRE,79.0
2018-08-28,TMIN,GHCND:USR0000CCRE,35.0
2018-08-28,TMAX,GHCND:USR0000CDGR,80.0
2018-08-28,TMIN,GHCND:USR0000CDGR,48.0
2018-08-28,TMAX,GHCND:USR0000CHAY,92.0
2018-08-28,TMIN,GHCND:USR0000CHAY,45.0
2018-08-28,TMAX,GHCND:USR0000CHNM,77.0
2018-08-28,TMIN,GHCND:USR0000CHNM,49.0
2018-08-28,TMAX,GHCND:USR0000CSNL,88.0
2018-08-28,TMIN,GHCND:USR0000CSNL,53.0
2018-08-28,PRCP,GHCND:USS0019L39S,0.0
2018-08-28,TMAX,GHCND:USS0019L39S,75.0
2018-08-28,TMIN,GHCND:USS0019L39S,44.0
2018-08-29,PRCP,GHCND:US1CAAL0012,0.0
2018-08-29,PRCP,GHCND:US1CALA0046,0.0
2018-08-29,PRCP,GHCND:US1CASC0057,0.0
2018-08-29,PRCP,GHCND:US1CASD0053,0.0
2018-08-29,PRCP,GHCND:US1CASK0020,0.0
2018-08-29,PRCP,GHCND:USC00041697,0.0
2018-08-29,TMAX,GHCND:USC00041697,82.0
2018-08-29,TMIN,GHCND:USC00041697,54.0
2018-08-29,TMAX,GHCND:USR0000CBAR,72.0
2018-08-29,TMIN,GHCND:USR0000CBAR,56.0
2018-08-29,TMAX,GHCND:USR0000CCRE,77.0
2018-08-29,TMIN,GHCND:USR0000CCRE,36.0
2018-08-29,TMAX,GHCND:USR0000CDGR,83.0
2018-08-29,TMIN,GHCND:USR0000CDGR,51.0
2018-08-29,TMAX,GHCND:USR0000CHAY,91.0
2018-08-29,TMIN,GHCND:USR0000CHAY,47.0
2018-08-29,TMAX,GHCND:USR0000CHNM,77.0
2018-08-29,TMIN,GHCND:USR0000CHNM,62.0
2018-08-29,TMAX,GHCND:USR0000CSNL,88.0
2018-08-29,TMIN,GHCND:USR0000CSNL,55.0
2018-08-29,PRCP,GHCND:USS0019L39S,0.0
2018-08-29,TMAX,GHCND:USS0019L39S,79.0
2018-08-29,TMIN,GHCND:USS0019L39S,46.0
2018-08-30,PRCP,GHCND:US1CAAL0012,0.0
2018-08-30,PRCP,GHCND:US1CALA0046,0.0
2018-08-30,PRCP,GHCND:US1CASC0057,0.0
2018-08-30,PRCP,GHCND:US1CASD0053,0.0
2018-08-30,PRCP,GHCND:US1CASK0020,0.0
2018-08-30,PRCP,GHCND:USC00041697,0.0
2018-08-30,TMAX,GHCND:USC00041697,83.0
2018-08-30,TMIN,GHCND:USC00041697,52.0
2018-08-30,TMAX,GHCND:USR0000CBAR,71.0
2018-08-30,TMIN,GHCND:USR0000CBAR,54.0
2018-08-30,TMAX,GHCND:USR0000CCRE,77.0
2018-08-30,TMIN,GHCND:USR0000CCRE,49.0
2018-08-30,TMAX,GHCND:USR0000CDGR,77.0
2018-08-30,TMIN,GHCND:USR0000CDGR,51.0
2018-08-30,TMAX,GHCND:USR0000CHAY,88.0
2018-08-30,TMIN,GHCND:USR0000CHAY,47.0
2018-08-30,TMAX,GHCND:USR0000CHNM,78.0
2018-08-30,TMIN,GHCND:USR0000CHNM,58.0
2018-08-30,TMAX,GHCND:USR0000CSNL,86.0
2018-08-30,TMIN,GHCND:USR0000CSNL,54.0
2018-08-30,PRCP,GHCND:USS0019L39S,0.0
2018-08-30,TMAX,GHCND:USS0019L39S,73.0
2018-08-30,TMIN,GHCND:USS0019L39S,54.0
2018-08-31,PRCP,GHCND:US1CAAL0012,0.0
2018-08-31,PRCP,GHCND:US1CALA0046,0.0
2018-08-31,PRCP,GHCND:US1CASC0057,0.0
2018-08-31,PRCP,GHCND:US1CASD0053,0.0
2018-08-31,PRCP,GHCND:US1CASK0020,0.0
2018-08-31,PRCP,GHCND:USC00041697,0.0
2018-08-31,TMAX,GHCND:USC00041697,78.0
2018-08-31,TMIN,GHCND:USC00041697,50.0
2018-08-31,TMAX,GHCND:USR0000CBAR,77.0
2018-08-31,TMIN,GHCND:USR0000CBAR,53.0
2018-08-31,TMAX,GHCND:USR0000CCRE,77.0
2018-08-31,TMIN,GHCND:USR0000CCRE,30.0
2018-08-31,TMAX,GHCND:USR0000CDGR,79.0
2018-08-31,TMIN,GHCND:USR0000CDGR,49.0
2018-08-31,TMAX,GHCND:USR0000CHAY,86.0
2018-08-31,TMIN,GHCND:USR0000CHAY,44.0
2018-08-31,TMAX,GHCND:USR0000CHNM,79.0
2018-08-31,TMIN,GHCND:USR0000CHNM,48.0
2018-08-31,TMAX,GHCND:USR0000CSNL,89.0
2018-08-31,TMIN,GHCND:USR0000CSNL,50.0
2018-08-31,PRCP,GHCND:USS0019L39S,0.0
2018-08-31,TMAX,GHCND:USS0019L39S,74.0
2018-08-31,TMIN,GHCND:USS0019L39S,38.0
2018-09-01,PRCP,GHCND:US1CAAL0012,0.0
2018-09-01,PRCP,GHCND:US1CALA0046,0.0
2018-09-01,PRCP,GHCND:US1CASC0057,0.0
2018-09-01,PRCP,GHCND:US1CASD0053,0.0
2018-09-01,PRCP,GHCND:US1CASK0020,0.0
2018-09-01,PRCP,GHCND:USC00041697,0.0
2018-09-01,TMAX,GHCND:USC00041697,82.0
2018-09-01,TMIN,GHCND:USC00041697,53.0
2018-09-01,TMAX,GHCND:USR0000CBAR,77.0
2018-09-01,TMIN,GHCND:USR0000CBAR,50.0
2018-09-01,TMAX,GHCND:USR0000CCRE,80.0
2018-09-01,TMIN,GHCND:USR0000CCRE,31.0
2018-09-01,TMAX,GHCND:USR0000CDGR,81.0
2018-09-01,TMIN,GHCND:USR0000CDGR,46.0
2018-09-01,TMAX,GHCND:USR0000CHAY,92.0
2018-09-01,TMIN,GHCND:USR0000CHAY,41.0
2018-09-01,TMAX,GHCND:USR0000CHNM,81.0
2018-09-01,TMIN,GHCND:USR0000CHNM,56.0
2018-09-01,TMAX,GHCND:USR0000CSNL,93.0
2018-09-01,TMIN,GHCND:USR0000CSNL,55.0
2018-09-01,PRCP,GHCND:USS0019L39S,0.0
2018-09-01,TMAX,GHCND:USS0019L39S,76.0
2018-09-01,TMIN,GHCND:USS0019L39S,42.0
2018-09-02,PRCP,GHCND:US1CAAL0012,0.0
2018-09-02,PRCP,GHCND:US1CALA0046,0.0
2018-09-02,PRCP,GHCND:US1CASC0057,0.0
2018-09-02,PRCP,GHCND:US1CASD0053,0.0
2018-09-02,PRCP,GHCND:US1CASK0020,0.0
2018-09-02,PRCP,GHCND:USC00041697,0.0
2018-09-02,TMAX,GHCND:USC00041697,86.0
2018-09-02,TMIN,GHCND:USC00041697,57.0
2018-09-02,TMAX,GHCND:USR0000CBAR,84.0
2018-09-02,TMIN,GHCND:USR0000CBAR,50.0
2018-09-02,TMAX,GHCND:USR0000CCRE,83.0
2018-09-02,TMIN,GHCND:USR0000CCRE,33.0
2018-09-02,TMAX,GHCND:USR0000CDGR,86.0
2018-09-02,TMIN,GHCND:USR0000CDGR,52.0
2018-09-02,TMAX,GHCND:USR0000CHAY,99.0
2018-09-02,TMIN,GHCND:USR0000CHAY,44.0
2018-09-02,TMAX,GHCND:USR0000CHNM,83.0
2018-09-02,TMIN,GHCND:USR0000CHNM,53.0
2018-09-02,TMAX,GHCND:USR0000CSNL,99.0
2018-09-02,TMIN,GHCND:USR0000CSNL,57.0
2018-09-02,PRCP,GHCND:USS0019L39S,0.0
2018-09-02,TMAX,GHCND:USS0019L39S,81.0
2018-09-02,TMIN,GHCND:USS0019L39S,44.0
2018-09-03,PRCP,GHCND:US1CAAL0012,0.0
2018-09-03,PRCP,GHCND:US1CALA0046,0.0
2018-09-03,PRCP,GHCND:US1CASC0057,0.0
2018-09-03,PRCP,GHCND:US1CASD0053,0.0
2018-09-03,PRCP,GHCND:US1CASK0020,0.0
2018-09-03,TMAX,GHCND:USR0000CBAR,76.0
2018-09-03,TMIN,GHCND:USR0000CBAR,48.0
2018-09-03,TMAX,GHCND:USR0000CCRE,81.0
2018-09-03,TMIN,GHCND:USR0000CCRE,35.0
2018-09-03,TMAX,GHCND:USR0000CDGR,85.0
2018-09-03,TMIN,GHCND:USR0000CDGR,51.0
2018-09-03,TMAX,GHCND:USR0000CHAY,98.0
2018-09-03,TMIN,GHCND:USR0000CHAY,44.0
2018-09-03,TMAX,GHCND:USR0000CHNM,80.0
2018-09-03,TMIN,GHCND:USR0000CHNM,60.0
2018-09-03,TMAX,GHCND:USR0000CSNL,94.0
2018-09-03,TMIN,GHCND:USR0000CSNL,60.0
2018-09-03,PRCP,GHCND:USS0019L39S,0.0
2018-09-03,TMAX,GHCND:USS0019L39S,84.0
2018-09-03,TMIN,GHCND:USS0019L39S,46.0
2018-09-04,PRCP,GHCND:US1CAAL0012,0.0
2018-09-04,PRCP,GHCND:US1CALA0046,0.0
2018-09-04,PRCP,GHCND:US1CASC0057,0.0
2018-09-04,PRCP,GHCND:US1CASD0053,0.0
2018-09-04,PRCP,GHCND:US1CASK0020,0.0
2018-09-04,PRCP,GHCND:USC00041697,0.0
2018-09-04,TMAX,GHCND:USC00041697,91.0
2018-09-04,TMIN,GHCND:USC00041697,57.0
2018-09-04,TMAX,GHCND:USR0000CBAR,80.0
2018-09-04,TMIN,GHCND:USR0000CBAR,51.0
2018-09-04,TMAX,GHCND:USR0000CCRE,81.0
2018-09-04,TMIN,GHCND:USR0000CCRE,36.0
2018-09-04,TMAX,GHCND:USR0000CDGR,88.0
2018-09-04,TMIN,GHCND:USR0000CDGR,50.0
2018-09-04,TMAX,GHCND:USR0000CHAY,98.0
2018-09-04,TMIN,GHCND:USR0000CHAY,44.0
2018-09-04,TMAX,GHCND:USR0000CHNM,77.0
2018-09-04,TMIN,GHCND:USR0000CHNM,52.0
2018-09-04,TMAX,GHCND:USR0000CSNL,98.0
2018-09-04,TMIN,GHCND:USR0000CSNL,57.0
2018-09-04,PRCP,GHCND:USS0019L39S,0.0
2018-09-04,TMAX,GHCND:USS0019L39S,81.0
2018-09-04,TMIN,GHCND:USS0019L39S,47.0
2018-09-05,PRCP,GHCND:US1CAAL0012,0.0
2018-09-05,PRCP,GHCND:US1CALA0046,0.0
2018-09-05,PRCP,GHCND:US1CASC0057,0.0
2018-09-05,PRCP,GHCND:US1CASD0053,0.0
2018-09-05,PRCP,GHCND:US1CASK0020,0.0
2018-09-05,PRCP,GHCND:USC00041697,0.0
2018-09-05,TMAX,GHCND:USC00041697,90.0
2018-09-05,TMIN,GHCND:USC00041697,59.0
2018-09-05,TMAX,GHCND:USR0000CBAR,71.0
2018-09-05,TMIN,GHCND:USR0000CBAR,51.0
2018-09-05,TMAX,GHCND:USR0000CCRE,73.0
2018-09-05,TMIN,GHCND:USR0000CCRE,33.0
2018-09-05,TMAX,GHCND:USR0000CDGR,87.0
2018-09-05,TMIN,GHCND:USR0000CDGR,54.0
2018-09-05,TMAX,GHCND:USR0000CHAY,97.0
2018-09-05,TMIN,GHCND:USR0000CHAY,46.0
2018-09-05,TMAX,GHCND:USR0000CHNM,77.0
2018-09-05,TMIN,GHCND:USR0000CHNM,52.0
2018-09-05,TMAX,GHCND:USR0000CSNL,99.0
2018-09-05,TMIN,GHCND:USR0000CSNL,56.0
2018-09-05,PRCP,GHCND:USS0019L39S,0.1
2018-09-05,TMAX,GHCND:USS0019L39S,79.0
2018-09-05,TMIN,GHCND:USS0019L39S,48.0
2018-09-06,PRCP,GHCND:US1CAAL0012,0.0
2018-09-06,PRCP,GHCND:US1CALA0046,0.0
2018-09-06,PRCP,GHCND:US1CASC0057,0.0
2018-09-06,PRCP,GHCND:US1CASD0053,0.0
2018-09-06,PRCP,GHCND:US1CASK0020,0.0
2018-09-06,PRCP,GHCND:USC00041697,0.0
2018-09-06,TMAX,GHCND:USC00041697,90.0
2018-09-06,TMIN,GHCND:USC00041697,59.0
2018-09-06,TMAX,GHCND:USR0000CBAR,73.0
2018-09-06,TMIN,GHCND:USR0000CBAR,51.0
2018-09-06,TMAX,GHCND:USR0000CCRE,81.0
2018-09-06,TMIN,GHCND:USR0000CCRE,36.0
2018-09-06,TMAX,GHCND:USR0000CDGR,85.0
2018-09-06,TMIN,GHCND:USR0000CDGR,54.0
2018-09-06,TMAX,GHCND:USR0000CHAY,94.0
2018-09-06,TMIN,GHCND:USR0000CHAY,45.0
2018-09-06,TMAX,GHCND:USR0000CHNM,80.0
2018-09-06,TMIN,GHCND:USR0000CHNM,58.0
2018-09-06,TMAX,GHCND:USR0000CSNL,94.0
2018-09-06,TMIN,GHCND:USR0000CSNL,55.0
2018-09-06,PRCP,GHCND:USS0019L39S,0.0
2018-09-06,TMAX,GHCND:USS0019L39S,80.0
2018-09-06,TMIN,GHCND:USS0019L39S,47.0
2018-09-07,PRCP,GHCND:US1CAAL0012,0.0
2018-09-07,PRCP,GHCND:US1CALA0046,0.0
2018-09-07,PRCP,GHCND:US1CASC0057,0.0
2018-09-07,PRCP,GHCND:US1CASD0053,0.0
2018-09-07,PRCP,GHCND:US1CASK0020,0.0
2018-09-07,PRCP,GHCND:USC00041697,0.0
2018-09-07,TMAX,GHCND:USC00041697,89.0
2018-09-07,TMIN,GHCND:USC00041697,59.0
2018-09-07,TMAX,GHCND:USR0000CBAR,83.0
2018-09-07,TMIN,GHCND:USR0000CBAR,46.0
2018-09-07,TMAX,GHCND:USR0000CCRE,81.0
2018-09-07,TMIN,GHCND:USR0000CCRE,38.0
2018-09-07,TMAX,GHCND:USR0000CDGR,85.0
2018-09-07,TMIN,GHCND:USR0000CDGR,50.0
2018-09-07,TMAX,GHCND:USR0000CHAY,95.0
2018-09-07,TMIN,GHCND:USR0000CHAY,44.0
2018-09-07,TMAX,GHCND:USR0000CHNM,83.0
2018-09-07,TMIN,GHCND:USR0000CHNM,59.0
2018-09-07,TMAX,GHCND:USR0000CSNL,100.0
2018-09-07,TMIN,GHCND:USR0000CSNL,53.0
2018-09-07,PRCP,GHCND:USS0019L39S,0.0
2018-09-07,TMAX,GHCND:USS0019L39S,84.0
2018-09-07,TMIN,GHCND:USS0019L39S,48.0
2018-09-08,PRCP,GHCND:US1CAAL0012,0.0
2018-09-08,PRCP,GHCND:US1CALA0046,0.0
2018-09-08,PRCP,GHCND:US1CASC0057,0.0
2018-09-08,PRCP,GHCND:US1CASD0053,0.0
2018-09-08,PRCP,GHCND:US1CASK0020,0.0
2018-09-08,PRCP,GHCND:USC00041697,0.0
2018-09-08,TMAX,GHCND:USC00041697,92.0
2018-09-08,TMIN,GHCND:USC00041697,58.0
2018-09-08,TMAX,GHCND:USR0000CBAR,76.0
2018-09-08,TMIN,GHCND:USR0000CBAR,50.0
2018-09-08,TMAX,GHCND:USR0000CCRE,80.0
2018-09-08,TMIN,GHCND:USR0000CCRE,40.0
2018-09-08,TMAX,GHCND:USR0000CDGR,80.0
2018-09-08,TMIN,GHCND:USR0000CDGR,48.0
2018-09-08,TMAX,GHCND:USR0000CHAY,86.0
2018-09-08,TMIN,GHCND:USR0000CHAY,40.0
2018-09-08,TMAX,GHCND:USR0000CHNM,84.0
2018-09-08,TMIN,GHCND:USR0000CHNM,60.0
2018-09-08,TMAX,GHCND:USR0000CSNL,97.0
2018-09-08,TMIN,GHCND:USR0000CSNL,52.0
2018-09-08,PRCP,GHCND:USS0019L39S,0.0
2018-09-08,TMAX,GHCND:USS0019L39S,81.0
2018-09-08,TMIN,GHCND:USS0019L39S,50.0
2018-09-09,PRCP,GHCND:US1CAAL0012,0.0
2018-09-09,PRCP,GHCND:US1CALA0046,0.0
2018-09-09,PRCP,GHCND:US1CASC0057,0.0
2018-09-09,PRCP,GHCND:US1CASD0053,0.0
2018-09-09,PRCP,GHCND:US1CASK0020,0.0
2018-09-09,PRCP,GHCND:USC00041697,0.0
2018-09-09,TMAX,GHCND:USC00041697,90.0
2018-09-09,TMIN,GHCND:USC00041697,55.0
2018-09-09,TMAX,GHCND:USR0000CBAR,83.0
2018-09-09,TMIN,GHCND:USR0000CBAR,51.0
2018-09-09,TMAX,GHCND:USR0000CCRE,84.0
2018-09-09,TMIN,GHCND:USR0000CCRE,30.0
2018-09-09,TMAX,GHCND:USR0000CDGR,82.0
2018-09-09,TMIN,GHCND:USR0000CDGR,45.0
2018-09-09,TMAX,GHCND:USR0000CHAY,89.0
2018-09-09,TMIN,GHCND:USR0000CHAY,37.0
2018-09-09,TMAX,GHCND:USR0000CHNM,84.0
2018-09-09,TMIN,GHCND:USR0000CHNM,54.0
2018-09-09,TMAX,GHCND:USR0000CSNL,95.0
2018-09-09,TMIN,GHCND:USR0000CSNL,50.0
2018-09-09,PRCP,GHCND:USS0019L39S,0.0
2018-09-09,TMAX,GHCND:USS0019L39S,87.0
2018-09-09,TMIN,GHCND:USS0019L39S,42.0
2018-09-10,PRCP,GHCND:US1CAAL0012,0.0
2018-09-10,PRCP,GHCND:US1CALA0046,0.0
2018-09-10,PRCP,GHCND:US1CASC0057,0.0
2018-09-10,PRCP,GHCND:US1CASD0053,0.0
2018-09-10,PRCP,GHCND:US1CASK0020,0.0
2018-09-10,PRCP,GHCND:USC00041697,0.0
2018-09-10,TMAX,GHCND:USC00041697,90.0
2018-09-10,TMIN,GHCND:USC00041697,55.0
2018-09-10,TMAX,GHCND:USR0000CBAR,76.0
2018-09-10,TMIN,GHCND:USR0000CBAR,50.0
2018-09-10,TMAX,GHCND:USR0000CCRE,83.0
2018-09-10,TMIN,GHCND:USR0000CCRE,33.0
2018-09-10,TMAX,GHCND:USR0000CDGR,80.0
2018-09-10,TMIN,GHCND:USR0000CDGR,47.0
2018-09-10,TMAX,GHCND:USR0000CHAY,86.0
2018-09-10,TMIN,GHCND:USR0000CHAY,37.0
2018-09-10,TMAX,GHCND:USR0000CHNM,82.0
2018-09-10,TMIN,GHCND:USR0000CHNM,54.0
2018-09-10,TMAX,GHCND:USR0000CSNL,94.0
2018-09-10,TMIN,GHCND:USR0000CSNL,52.0
2018-09-10,PRCP,GHCND:USS0019L39S,0.0
2018-09-10,TMAX,GHCND:USS0019L39S,83.0
2018-09-10,TMIN,GHCND:USS0019L39S,46.0
2018-09-11,PRCP,GHCND:US1CAAL0012,0.0
2018-09-11,PRCP,GHCND:US1CALA0046,0.0
2018-09-11,PRCP,GHCND:US1CASC0057,0.0
2018-09-11,PRCP,GHCND:US1CASD0053,0.0
2018-09-11,PRCP,GHCND:US1CASK0020,0.0
2018-09-11,PRCP,GHCND:USC00041697,0.0
2018-09-11,TMAX,GHCND:USC00041697,88.0
2018-09-11,TMIN,GHCND:USC00041697,54.0
2018-09-11,TMAX,GHCND:USR0000CBAR,69.0
2018-09-11,TMIN,GHCND:USR0000CBAR,53.0
2018-09-11,TMAX,GHCND:USR0000CCRE,78.0
2018-09-11,TMIN,GHCND:USR0000CCRE,36.0
2018-09-11,TMAX,GHCND:USR0000CDGR,73.0
2018-09-11,TMIN,GHCND:USR0000CDGR,43.0
2018-09-11,TMAX,GHCND:USR0000CHAY,75.0
2018-09-11,TMIN,GHCND:USR0000CHAY,39.0
2018-09-11,TMAX,GHCND:USR0000CHNM,80.0
2018-09-11,TMIN,GHCND:USR0000CHNM,52.0
2018-09-11,TMAX,GHCND:USR0000CSNL,95.0
2018-09-11,TMIN,GHCND:USR0000CSNL,53.0
2018-09-11,PRCP,GHCND:USS0019L39S,0.0
2018-09-11,TMAX,GHCND:USS0019L39S,77.0
2018-09-11,TMIN,GHCND:USS0019L39S,48.0
2018-09-12,PRCP,GHCND:US1CAAL0012,0.0
2018-09-12,PRCP,GHCND:US1CALA0046,0.0
2018-09-12,PRCP,GHCND:US1CASC0057,0.0
2018-09-12,PRCP,GHCND:US1CASD0053,0.0
2018-09-12,PRCP,GHCND:US1CASK0020,0.0
2018-09-12,PRCP,GHCND:USC00041697,0.0
2018-09-12,TMAX,GHCND:USC00041697,86.0
2018-09-12,TMIN,GHCND:USC00041697,51.0
2018-09-12,TMAX,GHCND:USR0000CBAR,63.0
2018-09-12,TMIN,GHCND:USR0000CBAR,52.0
2018-09-12,TMAX,GHCND:USR0000CCRE,65.0
2018-09-12,TMIN,GHCND:USR0000CCRE,46.0
2018-09-12,TMAX,GHCND:USR0000CDGR,64.0
2018-09-12,TMIN,GHCND:USR0000CDGR,38.0
2018-09-12,TMAX,GHCND:USR0000CHAY,71.0
2018-09-12,TMIN,GHCND:USR0000CHAY,37.0
2018-09-12,TMAX,GHCND:USR0000CHNM,77.0
2018-09-12,TMIN,GHCND:USR0000CHNM,50.0
2018-09-12,TMAX,GHCND:USR0000CSNL,87.0
2018-09-12,TMIN,GHCND:USR0000CSNL,50.0
2018-09-12,PRCP,GHCND:USS0019L39S,0.0
2018-09-12,TMAX,GHCND:USS0019L39S,67.0
2018-09-12,TMIN,GHCND:USS0019L39S,52.0
2018-09-13,PRCP,GHCND:US1CAAL0012,0.0
2018-09-13,PRCP,GHCND:US1CALA0046,0.0
2018-09-13,PRCP,GHCND:US1CASC0057,0.0
2018-09-13,PRCP,GHCND:US1CASD0053,0.0
2018-09-13,PRCP,GHCND:US1CASK0020,0.03
2018-09-13,PRCP,GHCND:USC00041697,0.0
2018-09-13,TMAX,GHCND:USC00041697,78.0
2018-09-13,TMIN,GHCND:USC00041697,49.0
2018-09-13,TMAX,GHCND:USR0000CBAR,67.0
2018-09-13,TMIN,GHCND:USR0000CBAR,51.0
2018-09-13,TMAX,GHCND:USR0000CCRE,64.0
2018-09-13,TMIN,GHCND:USR0000CCRE,44.0
2018-09-13,TMAX,GHCND:USR0000CDGR,66.0
2018-09-13,TMIN,GHCND:USR0000CDGR,39.0
2018-09-13,TMAX,GHCND:USR0000CHAY,76.0
2018-09-13,TMIN,GHCND:USR0000CHAY,33.0
2018-09-13,TMAX,GHCND:USR0000CHNM,72.0
2018-09-13,TMIN,GHCND:USR0000CHNM,51.0
2018-09-13,TMAX,GHCND:USR0000CSNL,85.0
2018-09-13,TMIN,GHCND:USR0000CSNL,45.0
2018-09-13,PRCP,GHCND:USS0019L39S,0.0
2018-09-13,TMAX,GHCND:USS0019L39S,66.0
2018-09-13,TMIN,GHCND:USS0019L39S,47.0
2018-09-14,PRCP,GHCND:US1CAAL0012,0.0
2018-09-14,PRCP,GHCND:US1CALA0046,0.0
2018-09-14,PRCP,GHCND:US1CASC0057,0.0
2018-09-14,PRCP,GHCND:US1CASD0053,0.0
2018-09-14,PRCP,GHCND:US1CASK0020,0.0
2018-09-14,PRCP,GHCND:USC00041697,0.0
2018-09-14,TMAX,GHCND:USC00041697,74.0
2018-09-14,TMIN,GHCND:USC00041697,48.0
2018-09-14,TMAX,GHCND:USR0000CBAR,74.0
2018-09-14,TMIN,GHCND:USR0000CBAR,47.0
2018-09-14,TMAX,GHCND:USR0000CCRE,71.0
2018-09-14,TMIN,GHCND:USR0000CCRE,41.0
2018-09-14,TMAX,GHCND:USR0000CDGR,69.0
2018-09-14,TMIN,GHCND:USR0000CDGR,39.0
2018-09-14,TMAX,GHCND:USR0000CHAY,78.0
2018-09-14,TMIN,GHCND:USR0000CHAY,36.0
2018-09-14,TMAX,GHCND:USR0000CHNM,74.0
2018-09-14,TMIN,GHCND:USR0000CHNM,57.0
2018-09-14,TMAX,GHCND:USR0000CSNL,86.0
2018-09-14,TMIN,GHCND:USR0000CSNL,50.0
2018-09-14,PRCP,GHCND:USS0019L39S,0.0
2018-09-14,TMAX,GHCND:USS0019L39S,71.0
2018-09-14,TMIN,GHCND:USS0019L39S,46.0
2018-09-15,PRCP,GHCND:US1CAAL0012,0.0
2018-09-15,PRCP,GHCND:US1CALA0046,0.0
2018-09-15,PRCP,GHCND:US1CASC0057,0.0
2018-09-15,PRCP,GHCND:US1CASD0053,0.0
2018-09-15,PRCP,GHCND:US1CASK0020,0.0
2018-09-15,TMAX,GHCND:USR0000CBAR,66.0
2018-09-15,TMIN,GHCND:USR0000CBAR,50.0
2018-09-15,TMAX,GHCND:USR0000CCRE,66.0
2018-09-15,TMIN,GHCND:USR0000CCRE,47.0
2018-09-15,TMAX,GHCND:USR0000CDGR,68.0
2018-09-15,TMIN,GHCND:USR0000CDGR,42.0
